mean,std,variance,rms,min,max,range,low_freq_ratio,high_freq_ratio,label
-0.024180000000000007,0.0714865553793159,0.005110327600000001,0.07546522377890362,-0.19,0.33,0.52,0.08089244501831687,0.06540225309839881,2
0.004759999999999994,0.2207572023740109,0.048733742399999995,0.22080851432859194,-0.36,1.53,1.8900000000000001,0.0049756669363079445,0.09383611704890069,2
0.011120000000000001,0.21257926897983254,0.045189945599999996,0.2128699133273653,-0.31,1.54,1.85,0.012216726730214206,0.10611785560560467,2
0.016299999999999995,0.2880710155499855,0.08298491,0.28853180067368656,-0.33,1.52,1.85,0.013990663289938485,0.08807918992914558,2
-0.020080000000000004,0.2155411645138812,0.046457993600000004,0.21647447886529259,-0.27,1.54,1.81,0.021310042272573337,0.09445779295993291,2
0.027719999999999998,0.2896542794436154,0.08389960160000001,0.2909776623729045,-0.47,1.64,2.11,0.02356459238381491,0.08206762372061656,2
-0.035879999999999995,0.28414472650394196,0.08073822559999999,0.2864011173162563,-0.46,1.18,1.64,0.034377890792002604,0.07682195544394936,2
-0.11804,0.23363167251038544,0.05458375839999999,0.2617579034145865,-0.4,1.42,1.8199999999999998,0.10833536018357068,0.08151490349924878,2
0.12218000000000001,0.3400380090519294,0.11562584760000001,0.3613222938042988,-0.3,1.86,2.16,0.08904100017776287,0.08842853110732743,2
0.012039999999999995,0.3694279881113503,0.13647703839999997,0.3696241334112263,-0.4,1.84,2.24,0.008962595767980175,0.10059416874273304,2
0.0038399999999999997,0.2598569883609059,0.06752565440000001,0.2598853593413834,-0.34,1.79,2.13,0.0036314897386851104,0.10432897304669762,2
0.03104,0.2189906810802688,0.047956918400000006,0.22117956505970437,-0.3,1.59,1.8900000000000001,0.03319330167383004,0.10369377755385725,2
0.05369999999999999,0.37681734301913444,0.14199131,0.38062448686336514,-0.37,1.92,2.29,0.037254626882510945,0.10294691277425419,2
0.05664000000000001,0.31196203358742225,0.09732031039999998,0.3170621390200981,-0.34,1.85,2.19,0.040611158263058514,0.08237391062730401,2
-0.04961999999999999,0.32480217917988174,0.10549645560000001,0.3285705403714703,-0.6,0.96,1.56,0.03852595711055175,0.07616766733856331,2
-0.0791,0.3225302931508915,0.10402579,0.33208824128535475,-0.47,1.62,2.09,0.06462274981446246,0.08787402751416348,2
-0.025699999999999997,0.25672263242651594,0.06590651000000002,0.25800581388798194,-0.39,1.72,2.11,0.024327372710376913,0.09895536874687522,2
0.15758000000000003,0.11109430048386822,0.0123419436,0.1928040456007083,-0.09,0.76,0.85,0.23713212572307563,0.07188493081508968,2
0.06,0.09402340134243178,0.008840400000000002,0.11153654109752552,-0.11,0.66,0.77,0.12315070515550329,0.09286745111286426,2
0.09144,0.13591146530002537,0.0184719264,0.16380842469177218,-0.13,0.75,0.88,0.14417287017764466,0.08020658735852138,2
0.002179999999999998,0.11411506298469104,0.013022247600000002,0.1141358839278866,-0.15,0.73,0.88,0.004276829890039292,0.095010982005946,2
0.04285999999999994,2.186025805062694,4.7787088204,2.186445928899226,-5.27,5.76,11.03,0.00786157460361736,0.019799258541195228,2
-0.020879999999999996,0.5321436136984076,0.2831768256,0.5325530959444326,-2.77,1.06,3.83,0.010353994134428387,0.05255783471995311,2
-0.21067999999999998,0.3228670587099278,0.10424313759999998,0.38552457768604065,-0.84,0.37,1.21,0.15963748707826217,0.049681993616146065,2
-0.12863999999999998,0.29450254735740405,0.0867317504,0.3213720585240727,-0.72,0.87,1.5899999999999999,0.10550402213708225,0.04564151160869295,2
0.0005400000000000063,0.3023499766826517,0.09141550840000001,0.302350458904894,-0.44,2.16,2.6,0.00044101533054949756,0.11272098068001156,2
